"故障编号","故障描述_中文","故障描述_英文","故障等级","偏航等级","延时时间","更改说明及日期","故障代码"
"1624","13124_SC_机舱辅助控制柜交换机供电正常","13124_SC_NacelleAuxiliaryCabinetPabxPowerSupplyFuseOK","0","0.0","0.1","","13124"
"1625","13125_SC_机舱辅助控制柜温控系统供电正常","13125_SC_NacelleAuxiliaryCabinetTemperatureAndHumidityFuseOK","0","0.0","0.1","","13125"
"1626","13126_SC_机舱辅助控制柜开关电源信号反馈1","13126_SC_NacelleAuxiliaryCabinetSwitchPowerNormal1","0","0.0","0.1","","13126"
"1627","13127_SC_机舱辅助控制柜风扇及加热器供电正常","13127_SC_NacelleAuxiliaryCabinetHeaterAndFanFuseOK","0","0.0","0.1","","13127"
"1628","13128_SC_机舱辅助控制柜 开关电源信号反馈2","13128_SC_NacelleAuxiliaryCabinetSwitchPowerNormal2","0","0.0","0.1","","13128"
"1629","13129_SC_机舱信号柜400VAC供电反馈","13129_SC_NacelleCabientLowVoltage400VPowerSupplyFuseOK","0","0.0","0.1","","13129"
"1630","13130_SC_偏航集中润滑2供电","13130_SC_NacelleCabinetYawLubricationFuseOK2","0","0.0","0.1","","13130"
"1631","13131_SC_机舱辅助控制柜温度高","13131_SC_NacelleAuxiliaryCabinetTemperatureHigh","0","0.0","10.0","","13131"
"1632","13132_SC_机舱辅助控制柜温度低","13132_SC_NacelleAuxiliaryCabinetTemperatureLow","0","0.0","10.0","","13132"
"1633","13133_SC_变频驱动柜温度过高","13133_SC_NacelleConverterDriverCabinetTemperatureHigh","0","0.0","10.0","","13133"
"1634","13134_SC_变频驱动柜温度过低","13134_SC_NacelleConverterDriverCabinetTemperatureLow","0","0.0","10.0","","13134"
"1635","13135_SC_驱鸟器供电","13135_SC_NacelleCabinetBirdScarerFuseOK","0","0.0","0.1","","13135"
"1636","13136_SC_机舱辅助柜230V供电","13136_SC_NacelleAuxiliaryCabinet230VFuseOK","0","0.0","0.1","","13136"
"1637","13137_SC_辅助控制系统机舱视频监控230V供电","13137_SC_NacelleAuxiliaryCabinetVideoMonitoring230VFuseOK","0","0.0","0.1","","13137"
"1638","13138_SC_机械式风速仪、风向仪信号24V供电","13138_SC_NacelleWindSpeedMechanicalFuseOK","0","0.0","0.1","","13138"
"1639","13139_SC_机械式风速仪、风向仪加热器24V供电正常","13139_SC_NacelleWindSpeedMechanicalHearterFuse","0","0.0","0.1","","13139"
"1640","13140_SC_超声波风速仪、风向仪加热器24V供电正常","13140_SC_NacelleWindSpeedUltrasonicHearterFuse","0","0.0","0.1","","13140"
"1641","13141_SC_齿轮箱油泵低速空开跳闸故障","13141_SC_GearboxOilPumpLowSpeedMotorProtectionError","6","0.0","10.0","","13141"
"1642","13142_SC_齿轮箱油泵高速空开跳闸故障","13142_SC_GearboxOilPumpHighSpeedMotorProtectionError","6","0.0","10.0","","13142"
"1643","13143_SC_齿轮箱水泵空开跳闸故障","13143_SC_GearboxWaterPumpMotorProtectionError","6","0.0","10.0","","13143"
"1644","13144_SC_液压油泵空开跳闸故障","13144_SC_HydraulicPumpMotorProtectionError","6","0.0","10.0","","13144"
"1645","13139_SC_机舱低压柜24V冗余模块均流失效故障","13145_SC_NacelleCabinet24VRedundancyModuleMeanFlowFailure","4","0.0","10.0","","13145"
"1646","13146_SC_机舱水冷补水泵供电","13146_SC_NacelleCabinetMakeUpWaterPumpPowerFuseOK","0","0.0","2.0","更新20240311","13146"
"1650","13150_SC_机舱电动存油蝶阀供电","13150_SC_GearboxElectricalOilStorageValuePowerError","0","0.0","2.0","更新20240311","13150"
"1651","13153_SC_齿轮箱油泵高速1双空开跳闸","13151_SC_GearboxOilPumpHighSpeedMotorProtectionOK1","6","0.0","2.0","更新20240311","13151"
"1652","13154_SC_齿轮箱油泵高速2双空开跳闸","13152_SC_GearboxOilPumpHighSpeedMotorProtectionOK2","6","0.0","2.0","更新20240311","13152"
"1653","13155_SC_齿轮箱发电机油泵双空开跳闸","13153_SC_GearboxGeneratorOilPumpMotorProtectionOK","6","0.0","2.0","更新20240311","13153"
"1801","14001_SC_叶轮转速故障（速度继电器）","14001_SC_RotorSpeedFromSpeedRelayError","0","0.0","40.0","","14001"
"1802","14002_SC_叶轮转速故障（计数模块）","14002_SC_RotorSpeedFromCounterModuleError","6","0.0","40.0","","14002"
"1803","14003_SC_叶轮和发电机转速偏差过大故障","14003_SC_RotorAndGeneratorSpeedDiffMax","6","0.0","10.0","","14003"
"1804","14004_SC_叶轮超速（等级1）","14004_SC_RotorSpeedMaxLevel1","6","0.0","2.0","","14004"
"1805","14005_SC_叶轮超速（等级2）","14005_SC_RotorSpeedMaxLevel2","9","0.0","2.0","","14005"
"1806","14006_SC_叶轮转速传感器故障","14006_SC_RotorSpeedSensorError","6","0.0","2.0","","14006"
"1807","14007_SC_叶轮和发电机转速偏差过大告警","14007_SC_RotorAndGeneratorSpeedDiffMaxWarn","0","0.0","0.25","","14007"
"1808","14008_SC_发电机转速振荡故障","14008_SC_GeneratorSpeedVibrationOver","6","3.0","0.2","20220605新增","14008"
"1901","15001_SC_叶轮刹车磨损1","15001_SC_RotorBrakeWearAway1","4","0.0","2.0","","15001"
"1902","15002_SC_叶轮刹车磨损2","15002_SC_RotorBrakeWearAway2","4","0.0","2.0","","15002"
"1903","15003_SC_叶轮刹车磨损3","15003_SC_RotorBrakeWearAway3","4","0.0","2.0","","15003"
"1904","15004_SC_叶轮刹车磨损预报警1","15004_SC_RotorBrakePreWearAway1","0","0.0","2.0","","15004"
"1905","15005_SC_叶轮刹车磨损预报警2","15005_SC_RotorBrakePreWearAway2","0","0.0","2.0","","15005"
"1906","15006_SC_叶轮刹车磨损预报警3","15006_SC_RotorBrakePreWearAway3","0","0.0","2.0","","15006"
"1907","15007_SC_叶轮刹车过压","15007_SC_RotorBrakePressureHigh","6","0.0","5.0","","15007"
"1908","15008_SC_叶轮刹车欠压","15008_SC_RotorBrakePressureLow","0","0.0","15.0","","15008"
"2001","16001_SC_主轴锁定销1故障","16001_SC_RotorLockError1","6","0.0","10.0","","16001"
"2002","16002_SC_主轴锁定销2故障","16002_SC_RotorLockError2","6","0.0","10.0","","16002"
"2003","16003_SC_启动模式叶轮锁无法缩回故障","16003_SC_OperationStartRotorLockNotActivedError","4","0.0","0.0","20220818新增","16003"
"2101","17001_SC_机舱振动传感器1故障","17001_SC_NacelleVibrationSensor1Error","4","0.0","2.0","","17001"
"2102","17002_SC_机舱振动传感器2故障","17002_SC_NacelleVibrationSensor2Error","4","0.0","2.0","","17002"
"2103","17003_SC_机舱振动X1超限","17003_SC_NacelleVibrationX1OverLimit","6","0.0","0.4","0.1→0.4 20230510修改","17003"
"2104","17004_SC_机舱振动X2超限","17004_SC_NacelleVibrationX2OverLimit","6","0.0","0.4","0.1→0.4 20230510修改","17004"
"2105","17005_SC_机舱振动Y1超限","17005_SC_NacelleVibrationY1OverLimit","6","0.0","0.4","0.1→0.4 20230510修改","17005"
"2106","17006_SC_机舱振动Y2超限","17006_SC_NacelleVibrationY2OverLimit","6","0.0","0.4","0.1→0.4 20230510修改","17006"
"2107","17007_SC_机舱合成振动超限","17007_SC_NacelleVibrationEffectiveOverLimit","6","0.0","0.4","0.1→0.4 20230510修改","17007"
"2108","17008_SC_机舱扭矩过大故障","17008_SC_NacelleVibrationTorsionOverLimit","6","0.0","0.4","0.1→0.4 20230510修改","17008"
"2109","17009_SC_尾流区间机舱振动X1超限","17009_SC_InWakeNacelleVibrationX1OverLimit","3","0.0","0.1","","17009"
"2110","17010_SC_尾流区间机舱振动X2超限","17010_SC_InWakeNacelleVibrationX2OverLimit","3","0.0","0.1","","17010"
"2111","17011_SC_尾流区间机舱振动Y1超限","17011_SC_InWakeNacelleVibrationY1OverLimit","3","0.0","0.1","","17011"
"2112","17012_SC_尾流区间机舱振动Y2超限","17012_SC_InWakeNacelleVibrationY2OverLimit","3","0.0","0.1","","17012"
"2113","17013_SC_尾流区间机舱合成振动超限","17013_SC_InWakeNacelleVibrationEffectiveOverLimit","3","0.0","0.1","","17013"
"2114","17014_SC_尾流区间机舱扭矩过大故障","17014_SC_InWakeNacelleVibrationTorsionOverlimit","3","0.0","0.1","","17014"
"2115","17015_SC_机舱振动X1幅值超限","17015_SC_NacelleVibrationX1AmplitudeOverLimit","6","0.0","0.3","20230510新增","17015"
"2116","17016_SC_机舱振动Y2幅值超限","17016_SC_NacelleVibrationX2AmplitudeOverLimit","6","0.0","0.3","20230510新增","17016"
"2117","17017_SC_机舱振动X1幅值超限","17017_SC_NacelleVibrationY1AmplitudeOverLimit","6","0.0","0.3","20230510新增","17017"
"2118","17018_SC_机舱振动Y2幅值超限","17018_SC_NacelleVibrationY2AmplitudeOverLimit","6","0.0","0.3","20230510新增","17018"
"2201","18001_SC_UPS不同步","18001_SC_UpsSynchronizationNonNormal","0","0.0","10.0","","18001"
"2202","18002_SC_UPS市电电压异常","18002_SC_UpsGridvoltageNonNormal","0","0.0","10.0","","18002"
"2203","18003_SC_UPS市电电压欠压","18003_SC_UpsGridvoltageUndervoltage","0","0.0","10.0","","18003"
"2204","18004_SC_UPS整流器故障","18004_SC_UpsRectifierFault","0","0.0","10.0","","18004"
"2205","18005_SC_UPS逆变器故障","18005_SC_UpsInverterFault","0","0.0","10.0","","18005"
"2206","18006_SC_UPS旁路（电压或频率）超出跟踪范围","18006_SC_UpsBypassOutOfTrackingRange","0","0.0","10.0","","18006"
"2207","18007_SC_UPS旁路（电压或频率）超出保护范围","18007_SC_UpsBypassOutOfProtectionRange","0","0.0","10.0","","18007"
"2208","18008_SC_UPS蓄电池总电压电池无","18008_SC_UpsBaterryVoltageNoBattery","0","0.0","10.0","","18008"
"2209","18009_SC_UPS蓄电池总电压低于下限(关机点)","18009_SC_UpsBaterryVoltageBelowLowelimit","0","0.0","10.0","","18009"
"2210","18010_SC_UPS蓄电池总电压高于上线(电压过高)","18010_SC_UpsBaterryVoltageAboveUpperlimit","0","0.0","10.0","","18010"
"2211","18011_SC_UPS蓄电池总电压接反","18011_SC_UpsBaterryVoltageReverse","0","0.0","10.0","","18011"
"2212","18012_SC_UPS蓄电池总电压预告警","18012_SC_UpsBaterryVoltagePrealarm","0","0.0","10.0","","18012"
"2213","18013_SC_UPS需要更换电池","18013_SC_UpsBatterySelfTestResultsNeedReplace","0","0.0","10.0","","18013"
"2214","18014_SC_UPS市电频率异常","18014_SC_UpsPowerFrequencyAbnormal","0","0.0","10.0","","18014"
"2215","18015_SC_UPS输入变压器过温","18015_SC_UpsInputTransformerOverTemperature","0","0.0","10.0","","18015"
"2216","18016_SC_UPS输出变压器过温","18016_SC_UpsOutputTransformerOverTemperature","0","0.0","10.0","","18016"
"2217","18017_SC_UPS逆变晶闸管坏","18017_SC_UpsInverterThyristorAbNormal","0","0.0","10.0","","18017"
"2218","18018_SC_UPS旁路晶闸管坏","18018_SC_UpsBypassThyristorAbNormal","0","0.0","10.0","","18018"
"2219","18019_SC_UPS用户操作故障","18019_SC_UpsUserOperationAbNormal","0","0.0","10.0","","18019"
"2220","18020_SC_UPS逆变散热器过温","18020_SC_UpsInverterRadiatorOverTemperature","0","0.0","10.0","","18020"
"2221","18021_SC_UPS整流散热器过温","18021_SC_UpsRectifierRadiatorOverTemperature","0","0.0","10.0","","18021"
"2222","18022_SC_UPS逆变器风扇故障","18022_SC_UpsInverterFanFault","0","0.0","10.0","","18022"
"2223","18023_SC_UPS整流器风扇故障","18023_SC_UpsRectifierFanFault","0","0.0","10.0","","18023"
"2224","18024_SC_UPS电池接触器故障","18024_SC_UpsBatteryContactorAbNormal","0","0.0","10.0","","18024"
"2225","18025_SC_UPS主路接触器异常","18025_SC_UpsMainContactorAbNormal","0","0.0","10.0","","18025"
"2226","18026_SC_UPS辅助接触器异常","18026_SC_UpsAuxiliaryContactorAbNormal","0","0.0","10.0","","18026"
"2227","18027_SC_UPS输入熔断器坏","18027_SC_UpsInputfuseAbNormal","0","0.0","10.0","","18027"
"2228","18028_SC_UPS输出熔断器坏","18028_SC_UpsOutputfuseAbNormal","0","0.0","10.0","","18028"
"2229","18029_SC_UPS本机输出过载","18029_SC_UpsLocalOutputOverLoad","0","0.0","10.0","","18029"
"2230","18030_SC_UPS并机系统过载","18030_SC_UpsParallesystemOutputOverLoad","0","0.0","10.0","","18030"
"2231","18031_SC_UPS本机过载超时","18031_SC_UpsLocalOverLoadOverTime","0","0.0","10.0","","18031"
"2232","18032_SC_UPS旁路过流超时","18032_SC_UpsBypassOverCurrentOverTime","0","0.0","10.0","","18032"
"2233","18033_SC_UPS辅助电源一故障","18033_SC_UpsAuxiliaryPowerSupply1Fault","0","0.0","10.0","","18033"
"2234","18034_SC_UPS辅助电源二故障","18034_SC_UpsAuxiliaryPowerSupply2Fault","0","0.0","10.0","","18034"
"2235","18035_SC_UPS旁路异常关机","18035_SC_UpsBypassAbnormalShutdownAbNormal","0","0.0","10.0","","18035"
"2236","18036_SC_UPS旁路输入反序","18036_SC_UpsBypassInputReverseOrderFault","0","0.0","10.0","","18036"
"2237","18037_SC_UPS主路输入反序","18037_SC_UpsMainInputReverseOrderFault","0","0.0","10.0","","18037"
"2238","18038_SC_UPS输入软起动失败","18038_SC_UpsInputSoftStartFaifault","0","0.0","10.0","","18038"
"2239","18039_SC_UPS交流输出过压","18039_SC_UpsACOutputOverVoltagefault","0","0.0","10.0","","18039"
"2240","18040_SC_UPS输出冲击过流","18040_SC_UpsOutputAttackOverCurrentFault","0","0.0","10.0","","18040"
"2241","18041_SC_UPS逆变模块过流","18041_SC_UpsInverterModulOverCurrentFault","0","0.0","10.0","","18041"
"2242","18042_SC_UPS整流模块过流","18042_SC_UpsRectifierModulOverCurrentFault","0","0.0","10.0","","18042"
"2243","18043_SC_UPS负载冲击转旁路","18043_SC_UpsLoadAttackBypassFault","0","0.0","10.0","","18043"
"2244","18044_SC_UPS本小时允许切换次数限制","18044_SC_UpsThishourAllowSwitchTimesLimitFault","0","0.0","10.0","","18044"
"2245","18045_SC_UPS并机均流故障","18045_SC_UpsParallelMachineMeanFlowFailureFault","0","0.0","10.0","","18045"
"2246","18046_SC_UPS母线电压低关机","18046_SC_UpsBusVoltageLowShutdownFault","0","0.0","10.0","","18046"
"2247","18047_SC_UPS邻机请求转旁路","18047_SC_UpsNeighbormachineRequestBypassFault","0","0.0","10.0","","18047"
"2248","18048_SC_UPS环境温度过高","18048_SC_UpsEnvironmentOvertemperatureFault","0","0.0","10.0","","18048"
"2249","18049_SC_UPS环境告警量通道1报警","18049_SC_UpsEnvironmentWarmChannel1Fault","0","0.0","10.0","","18049"
"2250","18050_SC_UPS环境告警量通道2报警","18050_SC_UpsEnvironmentWarmChannel2Fault","0","0.0","10.0","","18050"
"2251","18051_SC_UPS环境告警量通道3报警","18051_SC_UpsEnvironmentWarmChannel3Fault","0","0.0","10.0","","18051"
"2252","18052_SC_UPS环境告警量通道4报警","18052_SC_UpsEnvironmentWarmChannel4Fault","0","0.0","10.0","","18052"
"2253","18053_SC_UPS环境告警量通道5报警","18053_SC_UpsEnvironmentWarmChannel5Fault","0","0.0","10.0","","18053"
"2254","18054_SC_UPS环境告警量通道6报警","18054_SC_UpsEnvironmentWarmChannel6Fault","0","0.0","10.0","","18054"
"2255","18055_SC_UPS环境告警量通道7报警","18055_SC_UpsEnvironmentWarmChannel7Fault","0","0.0","10.0","","18055"
"2256","18056_SC_UPS环境告警量通道8报警","18056_SC_UpsEnvironmentWarmChannel8Fault","0","0.0","10.0","","18056"
"2257","18057_SC_UPS整流通讯故障","18057_SC_UpsRectifierCommunicationFault","0","0.0","10.0","","18057"
"2258","18058_SC_UPS逆变通讯故障","18058_SC_UpsInverterCommunicationFault","0","0.0","10.0","","18058"
"2259","18059_SC_UPS并机板故障","18059_SC_UpsParallelMachineBoradFault","0","0.0","10.0","","18059"
"2260","18060_SC_UPS直流母线过压故障","18060_SC_UpsDCbusOverVoltageFault","0","0.0","10.0","","18060"
"2401","19001_SC_齿轮箱油温过温降功率","19001_SC_GearboxOilPowerReduction","0","0.0","2.0","","19001"
"2402","19002_SC_齿轮箱主轴承过温降功率","19002_SC_GearboxMainBearingPowerReduction","0","0.0","2.0","","19002"
"2403","19003_SC_齿轮箱轮毂侧轴承过温降功率","19003_SC_GearboxHubSideBearingPowerReduction","0","0.0","2.0","","19003"
"2404","19004_SC_齿轮箱发电机侧轴承过温降功率","19004_SC_GearboxGeneratorSideBearingPowerReduction","0","0.0","2.0","","19004"
"2405","19005_SC_发电机绕组1(U1)过温降功率","19005_SC_GeneratorWinding1PowerReduction","0","0.0","2.0","","19005"
"2406","19006_SC_发电机绕组2(V1)过温降功率","19006_SC_GeneratorWinding2PowerReduction","0","0.0","2.0","","19006"
"2407","19007_SC_发电机绕组3(W1)过温降功率","19007_SC_GeneratorWinding3PowerReduction","0","0.0","2.0","","19007"
"2408","19008_SC_发电机绕组4(U2)过温降功率","19008_SC_GeneratorWinding4PowerReduction","0","0.0","2.0","","19008"
"2409","19009_SC_发电机绕组5(V2)过温降功率","19009_SC_GeneratorWinding5PowerReduction","0","0.0","2.0","","19009"
"2410","19010_SC_发电机绕组6(W2)过温降功率","19010_SC_GeneratorWinding6PowerReduction","0","0.0","2.0","","19010"
"2411","19011_SC_发电机齿轮箱侧轴承过温降功率","19011_SC_GeneratorGearboxSideBearingPowerReduction","0","0.0","2.0","","19011"
"2412","19012_SC_发电机机舱侧轴承过温降功率","19012_SC_GeneratorNacelleSideBearingPowerReduction","0","0.0","2.0","","19012"
"2413","19013_SC_发电机空腔过温降功率","19013_SC_GeneratorSpacePowerReduction","0","0.0","2.0","","19013"
"2414","19014_SC_机舱低压柜过温降功率","19014_SC_NacelleCabinetLowVoltagePowerReduction","0","0.0","2.0","","19014"
"2415","19015_SC_机舱高压柜降功率","19015_SC_NacelleCabinetHighVoltagePowerReduction","0","0.0","2.0","","19015"
"2416","19016_SC_变频器IGBT过温降功率","19016_SC_ConverterIGBTPowerReduction","0","0.0","2.0","","19016"
"2417","19017_SC_箱变绕组过温降功率","19017_SC_TransformerPhasePowerReduction","0","0.0","2.0","","19017"
"2418","19018_SC_齿轮箱一级轴承过温降功率","19018_SC_GearboxFirstStageBearingPowerReduction","0","0.0","2.0","","19018"
"2419","19019_SC_齿轮箱二级轴承过温降功率","19019_SC_GearboxSecondStageBearingPowerReduction","0","0.0","2.0","","19019"
"2420","19020_SC_发电机空冷超温限功率","19020_SC_GeneratorAircoolingOverTemperaturePowerReduction","0","0.0","2.0","","19020"
"2421","19021_SC_箱变水冷超温限功率","19021_SC_BoxTransformerWaterOverTemperturePowerReduction","0","0.0","2.0","","19021"
"2422","19022_SC_偏航变频驱动限功率","19022_SC_YawConverterReductionPower","0","0.0","2.0","","19022"
"2423","19023_SC_齿轮箱油水含量高限功率","19023_SC_GearboxOilWaterPercentPowerReduction","0","0.0","2.0","","19023"
"2424","19024_SC_箱变水冷泵故障限功率","19024_SC_TransformerWaterPumpErrorPowerReduction","0","0.0","2.0","","19024"
"2425","19025_SC_箱变散热风扇故障限功率","19025_SC_TransformerFanErrorPowerReduction","0","0.0","2.0","","19025"
"2426","19026_SC_齿轮箱油温低限功率","19026_SC_GearboxOilTemperatureLowPowerReduction","0","0.0","2.0","","19026"
"2427","19027_SC_风向偏差大限功率","19027_SC_WindDirectionPowerReduction","0","0.0","2.0","","19027"
"2428","19028_SC_齿轮箱主泵滤芯堵塞限功率","19028_SC_GearboxMainPumpFilterErrorPowerReduction","0","0.0","2.0","","19028"
"2429","19029_SC_尾流区限功率","19029_SC_InWakePowerReduction","0","0.0","2.0","","19029"
"2430","19030_SC_箱变绕组温度失效限功率","19030_SC_bTransformerPhaseTemperatrueFailurePowerReduction","0","0.0","2.0","","19030"
"2431","19031_SC_齿轮箱主泵运行故障限功率","19031_SC_GearboxMainPumpOperationErrorPowerReduction","0","0.0","2.0","","19031"
"2701","21001_SC_变桨驱动器A1故障","21001_SC_PitchMPCA1Fault","8","0.0","0.0","","21001"
"2702","21002_SC_变桨驱动器A2故障","21002_SC_PitchMPCA2Fault","8","0.0","0.0","","21002"
"2703","21003_SC_变桨驱动器A3故障","21003_SC_PitchMPCA3Fault","8","0.0","0.0","","21003"
"2704","21004_SC_变桨轴1备用电源主开关故障","21004_SC_PitchBatteryMainSwitchA1Fault","8","0.0","0.0","","21004"
"2705","21005_SC_变桨轴2备用电源主开关故障","21005_SC_PitchBatteryMainSwitchA2Fault","8","0.0","0.0","","21005"
"2706","21006_SC_变桨轴3备用电源主开关故障","21006_SC_PitchBatteryMainSwitchA3Fault","8","0.0","0.0","","21006"
